name,category,variantName,sku,costPrice,sellingPrice,stockQuantity
Sarden Kaleng 95,Susu,155g,SKU-01895,12000,16000,13275
Kecap Manis 95,Kopi & Teh,600ml,SKU-01896,14000,18000,13282
Saus Sambal 95,Bumbu Dapur,335ml,SKU-01897,10000,14000,13289
Tepung Terigu 95,Makanan Kaleng,1kg,SKU-01898,12000,15000,13296
Telur Ayam 95,Perawatan Diri,1kg,SKU-01899,27000,32000,13303
Tisu Wajah 95,Kebersihan,200 sheets,SKU-01900,9000,13000,13310
Indomie Goreng 96,Mie Instan,85g,SKU-01901,2500,3500,13317
Indomie Soto 96,Minuman,75g,SKU-01902,2500,3500,13324
Aqua 96,Snack,600ml,SKU-01903,2500,4000,13331
Teh Botol Sosro 96,Sembako,450ml,SKU-01904,3500,5000,13338
Kopi Kapal Api 96,Susu,65g,SKU-01905,7000,9500,13345
Beras Premium 96,Kopi & Teh,5kg,SKU-01906,65000,75000,13352
Gula Pasir 96,Bumbu Dapur,1kg,SKU-01907,14500,17000,13359
Minyak Goreng 96,Makanan Kaleng,1L,SKU-01908,17000,20000,13366
Susu UHT 96,Perawatan Diri,1L,SKU-01909,18000,22000,13373
Sabun Mandi 96,Kebersihan,100g,SKU-01910,3500,5000,13380
Shampoo 96,Mie Instan,170ml,SKU-01911,18000,23000,13387
Pasta Gigi 96,Minuman,120g,SKU-01912,11000,15000,13394
Biskuit 96,Snack,120g,SKU-01913,6500,9000,13401
Keripik Kentang 96,Sembako,68g,SKU-01914,9000,12000,13408
Sarden Kaleng 96,Susu,155g,SKU-01915,12000,16000,13415
Kecap Manis 96,Kopi & Teh,600ml,SKU-01916,14000,18000,13422
Saus Sambal 96,Bumbu Dapur,335ml,SKU-01917,10000,14000,13429
Tepung Terigu 96,Makanan Kaleng,1kg,SKU-01918,12000,15000,13436
Telur Ayam 96,Perawatan Diri,1kg,SKU-01919,27000,32000,13443
Tisu Wajah 96,Kebersihan,200 sheets,SKU-01920,9000,13000,13450
Indomie Goreng 97,Mie Instan,85g,SKU-01921,2500,3500,13457
Indomie Soto 97,Minuman,75g,SKU-01922,2500,3500,13464
Aqua 97,Snack,600ml,SKU-01923,2500,4000,13471
Teh Botol Sosro 97,Sembako,450ml,SKU-01924,3500,5000,13478
Kopi Kapal Api 97,Susu,65g,SKU-01925,7000,9500,13485
Beras Premium 97,Kopi & Teh,5kg,SKU-01926,65000,75000,13492
Gula Pasir 97,Bumbu Dapur,1kg,SKU-01927,14500,17000,13499
Minyak Goreng 97,Makanan Kaleng,1L,SKU-01928,17000,20000,13506
Susu UHT 97,Perawatan Diri,1L,SKU-01929,18000,22000,13513
Sabun Mandi 97,Kebersihan,100g,SKU-01930,3500,5000,13520
Shampoo 97,Mie Instan,170ml,SKU-01931,18000,23000,13527
Pasta Gigi 97,Minuman,120g,SKU-01932,11000,15000,13534
Biskuit 97,Snack,120g,SKU-01933,6500,9000,13541
Keripik Kentang 97,Sembako,68g,SKU-01934,9000,12000,13548
Sarden Kaleng 97,Susu,155g,SKU-01935,12000,16000,13555
Kecap Manis 97,Kopi & Teh,600ml,SKU-01936,14000,18000,13562
Saus Sambal 97,Bumbu Dapur,335ml,SKU-01937,10000,14000,13569
Tepung Terigu 97,Makanan Kaleng,1kg,SKU-01938,12000,15000,13576
Telur Ayam 97,Perawatan Diri,1kg,SKU-01939,27000,32000,13583
Tisu Wajah 97,Kebersihan,200 sheets,SKU-01940,9000,13000,13590
Indomie Goreng 98,Mie Instan,85g,SKU-01941,2500,3500,13597
Indomie Soto 98,Minuman,75g,SKU-01942,2500,3500,13604
Aqua 98,Snack,600ml,SKU-01943,2500,4000,13611
Teh Botol Sosro 98,Sembako,450ml,SKU-01944,3500,5000,13618
Kopi Kapal Api 98,Susu,65g,SKU-01945,7000,9500,13625
Beras Premium 98,Kopi & Teh,5kg,SKU-01946,65000,75000,13632
Gula Pasir 98,Bumbu Dapur,1kg,SKU-01947,14500,17000,13639
Minyak Goreng 98,Makanan Kaleng,1L,SKU-01948,17000,20000,13646
Susu UHT 98,Perawatan Diri,1L,SKU-01949,18000,22000,13653
Sabun Mandi 98,Kebersihan,100g,SKU-01950,3500,5000,13660
Shampoo 98,Mie Instan,170ml,SKU-01951,18000,23000,13667
Pasta Gigi 98,Minuman,120g,SKU-01952,11000,15000,13674
Biskuit 98,Snack,120g,SKU-01953,6500,9000,13681
Keripik Kentang 98,Sembako,68g,SKU-01954,9000,12000,13688
Sarden Kaleng 98,Susu,155g,SKU-01955,12000,16000,13695
Kecap Manis 98,Kopi & Teh,600ml,SKU-01956,14000,18000,13702
Saus Sambal 98,Bumbu Dapur,335ml,SKU-01957,10000,14000,13709
Tepung Terigu 98,Makanan Kaleng,1kg,SKU-01958,12000,15000,13716
Telur Ayam 98,Perawatan Diri,1kg,SKU-01959,27000,32000,13723
Tisu Wajah 98,Kebersihan,200 sheets,SKU-01960,9000,13000,13730
Indomie Goreng 99,Mie Instan,85g,SKU-01961,2500,3500,13737
Indomie Soto 99,Minuman,75g,SKU-01962,2500,3500,13744
Aqua 99,Snack,600ml,SKU-01963,2500,4000,13751
Teh Botol Sosro 99,Sembako,450ml,SKU-01964,3500,5000,13758
Kopi Kapal Api 99,Susu,65g,SKU-01965,7000,9500,13765
Beras Premium 99,Kopi & Teh,5kg,SKU-01966,65000,75000,13772
Gula Pasir 99,Bumbu Dapur,1kg,SKU-01967,14500,17000,13779
Minyak Goreng 99,Makanan Kaleng,1L,SKU-01968,17000,20000,13786
Susu UHT 99,Perawatan Diri,1L,SKU-01969,18000,22000,13793
Sabun Mandi 99,Kebersihan,100g,SKU-01970,3500,5000,13800
Shampoo 99,Mie Instan,170ml,SKU-01971,18000,23000,13807
Pasta Gigi 99,Minuman,120g,SKU-01972,11000,15000,13814
Biskuit 99,Snack,120g,SKU-01973,6500,9000,13821
Keripik Kentang 99,Sembako,68g,SKU-01974,9000,12000,13828
Sarden Kaleng 99,Susu,155g,SKU-01975,12000,16000,13835
Kecap Manis 99,Kopi & Teh,600ml,SKU-01976,14000,18000,13842
Saus Sambal 99,Bumbu Dapur,335ml,SKU-01977,10000,14000,13849
Tepung Terigu 99,Makanan Kaleng,1kg,SKU-01978,12000,15000,13856
Telur Ayam 99,Perawatan Diri,1kg,SKU-01979,27000,32000,13863
Tisu Wajah 99,Kebersihan,200 sheets,SKU-01980,9000,13000,13870
Indomie Goreng 100,Mie Instan,85g,SKU-01981,2500,3500,13877
Indomie Soto 100,Minuman,75g,SKU-01982,2500,3500,13884
Aqua 100,Snack,600ml,SKU-01983,2500,4000,13891
Teh Botol Sosro 100,Sembako,450ml,SKU-01984,3500,5000,13898
Kopi Kapal Api 100,Susu,65g,SKU-01985,7000,9500,13905
Beras Premium 100,Kopi & Teh,5kg,SKU-01986,65000,75000,13912
Gula Pasir 100,Bumbu Dapur,1kg,SKU-01987,14500,17000,13919
Minyak Goreng 100,Makanan Kaleng,1L,SKU-01988,17000,20000,13926
Susu UHT 100,Perawatan Diri,1L,SKU-01989,18000,22000,13933
Sabun Mandi 100,Kebersihan,100g,SKU-01990,3500,5000,13940
Shampoo 100,Mie Instan,170ml,SKU-01991,18000,23000,13947
Pasta Gigi 100,Minuman,120g,SKU-01992,11000,15000,13954
Biskuit 100,Snack,120g,SKU-01993,6500,9000,13961
Keripik Kentang 100,Sembako,68g,SKU-01994,9000,12000,13968
Sarden Kaleng 100,Susu,155g,SKU-01995,12000,16000,13975
Kecap Manis 100,Kopi & Teh,600ml,SKU-01996,14000,18000,13982
Saus Sambal 100,Bumbu Dapur,335ml,SKU-01997,10000,14000,13989
Tepung Terigu 100,Makanan Kaleng,1kg,SKU-01998,12000,15000,13996
Telur Ayam 100,Perawatan Diri,1kg,SKU-01999,27000,32000,14003
Tisu Wajah 100,Kebersihan,200 sheets,SKU-02000,9000,13000,14010
