name,category,sku,variantName,costPrice,sellingPrice,stockQuantity
Sejahtera Gula 0603,Snack,SKU-001206,500 g,42480,58200,140
Maju Tepung 0604,Sembako,SKU-001207,500 g,24706,30900,157
Maju Tepung 0604,Sembako,SKU-001208,1 kg,126846,172700,110
Jaya Kopi 0605,Perawatan Diri,SKU-001209,100 g,43553,58000,111
Jaya Kopi 0605,Perawatan Diri,SKU-001210,200 g,41483,48400,84
Jaya Kopi 0605,Perawatan Diri,SKU-001211,500 g,54183,78100,104
Sentosa Teh 0606,Kebersihan,SKU-001212,25 sachet,145557,198900,186
Makmur Susu 0607,Elektronik,SKU-001213,200 ml,141890,174500,72
Makmur Susu 0607,Elektronik,SKU-001214,1 L,78261,95600,12
Fresh Air Mineral 0608,ATK,SKU-001215,330 ml,103296,136500,125
Fresh Air Mineral 0608,ATK,SKU-001216,600 ml,40562,47300,0
Fresh Air Mineral 0608,ATK,SKU-001217,1.5 L,112394,132200,169
Daily Mie Instan 0609,Rumah Tangga,SKU-001218,Original,126215,152700,6
Choice Biskuit 0610,Kesehatan,SKU-001219,50 g,54551,65500,74
Choice Biskuit 0610,Kesehatan,SKU-001220,100 g,21779,28100,29
Max Keripik 0611,Makanan,SKU-001221,50 g,81132,112400,120
Max Keripik 0611,Makanan,SKU-001222,100 g,128513,182300,67
Max Keripik 0611,Makanan,SKU-001223,250 g,24190,32500,99
Plus Saus 0612,Minuman,SKU-001224,135 ml,48765,61500,97
Nusantara Kecap 0613,Snack,SKU-001225,135 ml,97136,117100,11
Nusantara Kecap 0613,Snack,SKU-001226,275 ml,69321,88900,67
Prima Sabun Mandi 0614,Sembako,SKU-001227,70 g,59608,83500,144
Prima Sabun Mandi 0614,Sembako,SKU-001228,100 g,16458,19700,178
Prima Sabun Mandi 0614,Sembako,SKU-001229,250 g,25650,30200,88
Sejahtera Shampoo 0615,Perawatan Diri,SKU-001230,170 ml,142237,181200,193
Maju Pasta Gigi 0616,Kebersihan,SKU-001231,75 g,59941,78900,99
Maju Pasta Gigi 0616,Kebersihan,SKU-001232,120 g,137291,175100,137
Jaya Detergen 0617,Elektronik,SKU-001233,500 g,124772,164900,60
Jaya Detergen 0617,Elektronik,SKU-001234,1 kg,125149,155100,101
Jaya Detergen 0617,Elektronik,SKU-001235,2.5 kg,9403,12200,132
Sentosa Tisu 0618,ATK,SKU-001236,10 sheets,38952,46200,193
Makmur Pewangi 0619,Rumah Tangga,SKU-001237,250 ml,118013,141800,42
Makmur Pewangi 0619,Rumah Tangga,SKU-001238,450 ml,55845,77800,32
Fresh Pulpen 0620,Kesehatan,SKU-001239,0.5 mm,11487,14700,174
Fresh Pulpen 0620,Kesehatan,SKU-001240,0.7 mm,114435,138500,160
Fresh Pulpen 0620,Kesehatan,SKU-001241,1.0 mm,39065,54700,66
Daily Buku Tulis 0621,Makanan,SKU-001242,38 sheets,84120,119700,17
Choice Lampu LED 0622,Minuman,SKU-001243,5 W,23113,29300,101
Choice Lampu LED 0622,Minuman,SKU-001244,9 W,145017,181000,70
Max Baterai 0623,Snack,SKU-001245,AA,136533,175800,3
Max Baterai 0623,Snack,SKU-001246,AAA,137286,190100,28
Max Baterai 0623,Snack,SKU-001247,9V,108943,130200,145
Plus Kabel USB 0624,Sembako,SKU-001248,1 m,26567,37900,144
Nusantara Sapu 0625,Perawatan Diri,SKU-001249,Standard,26774,37100,137
Nusantara Sapu 0625,Perawatan Diri,SKU-001250,Premium,90443,127800,67
Prima Pel 0626,Kebersihan,SKU-001251,Standard,100712,135600,146
Prima Pel 0626,Kebersihan,SKU-001252,Microfiber,124306,144300,70
Prima Pel 0626,Kebersihan,SKU-001253,Spray,105937,126400,155
Sejahtera Spons 0627,Elektronik,SKU-001254,Small,105608,122700,84
Maju Vitamin 0628,ATK,SKU-001255,30 tablets,62579,72900,121
Maju Vitamin 0628,ATK,SKU-001256,60 tablets,70707,100300,5
Jaya Masker 0629,Rumah Tangga,SKU-001257,10 pcs,88869,124000,77
Jaya Masker 0629,Rumah Tangga,SKU-001258,25 pcs,81813,101000,125
Jaya Masker 0629,Rumah Tangga,SKU-001259,50 pcs,26047,37600,58
Sentosa Hand Sanitizer 0630,Kesehatan,SKU-001260,60 ml,35528,44100,190
Makmur Beras 0631,Makanan,SKU-001261,5 kg,116458,161000,82
Makmur Beras 0631,Makanan,SKU-001262,10 kg,70926,97100,154
Fresh Minyak Goreng 0632,Minuman,SKU-001263,1 L,23706,28600,54
Fresh Minyak Goreng 0632,Minuman,SKU-001264,2 L,107037,146900,194
Fresh Minyak Goreng 0632,Minuman,SKU-001265,5 L,135697,191400,14
Daily Gula 0633,Snack,SKU-001266,500 g,135374,187800,16
Choice Tepung 0634,Sembako,SKU-001267,500 g,81859,111600,103
Choice Tepung 0634,Sembako,SKU-001268,1 kg,35859,49600,134
Max Kopi 0635,Perawatan Diri,SKU-001269,100 g,149374,173100,49
Max Kopi 0635,Perawatan Diri,SKU-001270,200 g,52919,74100,63
Max Kopi 0635,Perawatan Diri,SKU-001271,500 g,8969,11500,92
Plus Teh 0636,Kebersihan,SKU-001272,25 sachet,52495,64700,118
Nusantara Susu 0637,Elektronik,SKU-001273,200 ml,132715,168400,31
Nusantara Susu 0637,Elektronik,SKU-001274,1 L,8311,10200,125
Prima Air Mineral 0638,ATK,SKU-001275,330 ml,117243,141100,121
Prima Air Mineral 0638,ATK,SKU-001276,600 ml,144828,181700,41
Prima Air Mineral 0638,ATK,SKU-001277,1.5 L,68106,93600,176
Sejahtera Mie Instan 0639,Rumah Tangga,SKU-001278,Original,23995,29600,98
Maju Biskuit 0640,Kesehatan,SKU-001279,50 g,13315,16000,146
Maju Biskuit 0640,Kesehatan,SKU-001280,100 g,56482,79500,165
Jaya Keripik 0641,Makanan,SKU-001281,50 g,59311,80300,68
Jaya Keripik 0641,Makanan,SKU-001282,100 g,107649,140400,199
Jaya Keripik 0641,Makanan,SKU-001283,250 g,2632,3400,33
Sentosa Saus 0642,Minuman,SKU-001284,135 ml,45703,60800,2
Makmur Kecap 0643,Snack,SKU-001285,135 ml,58959,72300,78
Makmur Kecap 0643,Snack,SKU-001286,275 ml,72488,92600,96
Fresh Sabun Mandi 0644,Sembako,SKU-001287,70 g,91712,118100,55
Fresh Sabun Mandi 0644,Sembako,SKU-001288,100 g,122642,152200,133
Fresh Sabun Mandi 0644,Sembako,SKU-001289,250 g,104411,138400,1
Daily Shampoo 0645,Perawatan Diri,SKU-001290,170 ml,134390,194800,95
Choice Pasta Gigi 0646,Kebersihan,SKU-001291,75 g,147482,198200,155
Choice Pasta Gigi 0646,Kebersihan,SKU-001292,120 g,74402,92200,27
Max Detergen 0647,Elektronik,SKU-001293,500 g,126584,148000,70
Max Detergen 0647,Elektronik,SKU-001294,1 kg,85532,120500,66
Max Detergen 0647,Elektronik,SKU-001295,2.5 kg,78626,94900,132
Plus Tisu 0648,ATK,SKU-001296,10 sheets,63293,89900,153
Nusantara Pewangi 0649,Rumah Tangga,SKU-001297,250 ml,106231,143200,174
Nusantara Pewangi 0649,Rumah Tangga,SKU-001298,450 ml,36981,50500,167
Prima Pulpen 0650,Kesehatan,SKU-001299,0.5 mm,130683,189400,66
Prima Pulpen 0650,Kesehatan,SKU-001300,0.7 mm,110024,139900,188
Prima Pulpen 0650,Kesehatan,SKU-001301,1.0 mm,9558,12700,146
Sejahtera Buku Tulis 0651,Makanan,SKU-001302,38 sheets,50085,62800,182
Maju Lampu LED 0652,Minuman,SKU-001303,5 W,58591,79400,163
Maju Lampu LED 0652,Minuman,SKU-001304,9 W,125011,177800,171
Jaya Baterai 0653,Snack,SKU-001305,AA,94277,122800,43
Jaya Baterai 0653,Snack,SKU-001306,AAA,146641,176600,24
Jaya Baterai 0653,Snack,SKU-001307,9V,123712,147000,66
Sentosa Kabel USB 0654,Sembako,SKU-001308,1 m,146846,202500,46
Makmur Sapu 0655,Perawatan Diri,SKU-001309,Standard,88284,118900,56
Makmur Sapu 0655,Perawatan Diri,SKU-001310,Premium,93435,113700,78
Fresh Pel 0656,Kebersihan,SKU-001311,Standard,110524,153200,84
Fresh Pel 0656,Kebersihan,SKU-001312,Microfiber,97734,120000,75
Fresh Pel 0656,Kebersihan,SKU-001313,Spray,121872,171300,120
Daily Spons 0657,Elektronik,SKU-001314,Small,14371,20300,149
Choice Vitamin 0658,ATK,SKU-001315,30 tablets,18968,24500,49
Choice Vitamin 0658,ATK,SKU-001316,60 tablets,131497,155900,174
Max Masker 0659,Rumah Tangga,SKU-001317,10 pcs,100352,131400,105
Max Masker 0659,Rumah Tangga,SKU-001318,25 pcs,14472,20400,38
Max Masker 0659,Rumah Tangga,SKU-001319,50 pcs,36309,52600,87
Plus Hand Sanitizer 0660,Kesehatan,SKU-001320,60 ml,107567,155600,117
Nusantara Beras 0661,Makanan,SKU-001321,5 kg,37845,47100,183
Nusantara Beras 0661,Makanan,SKU-001322,10 kg,47579,65800,124
Prima Minyak Goreng 0662,Minuman,SKU-001323,1 L,87496,117200,45
Prima Minyak Goreng 0662,Minuman,SKU-001324,2 L,82459,110500,1
Prima Minyak Goreng 0662,Minuman,SKU-001325,5 L,118803,146400,194
Sejahtera Gula 0663,Snack,SKU-001326,500 g,44498,58900,40
Maju Tepung 0664,Sembako,SKU-001327,500 g,128639,178200,199
Maju Tepung 0664,Sembako,SKU-001328,1 kg,23379,27800,111
Jaya Kopi 0665,Perawatan Diri,SKU-001329,100 g,112867,143500,122
Jaya Kopi 0665,Perawatan Diri,SKU-001330,200 g,100784,116000,136
Jaya Kopi 0665,Perawatan Diri,SKU-001331,500 g,52575,72000,3
Sentosa Teh 0666,Kebersihan,SKU-001332,25 sachet,84766,116700,135
Makmur Susu 0667,Elektronik,SKU-001333,200 ml,50258,58100,1
Makmur Susu 0667,Elektronik,SKU-001334,1 L,65527,79800,88
Fresh Air Mineral 0668,ATK,SKU-001335,330 ml,82113,97600,98
Fresh Air Mineral 0668,ATK,SKU-001336,600 ml,132246,175400,42
Fresh Air Mineral 0668,ATK,SKU-001337,1.5 L,17414,24300,76
Daily Mie Instan 0669,Rumah Tangga,SKU-001338,Original,76538,98500,133
Choice Biskuit 0670,Kesehatan,SKU-001339,50 g,137694,172300,175
Choice Biskuit 0670,Kesehatan,SKU-001340,100 g,35372,44300,125
Max Keripik 0671,Makanan,SKU-001341,50 g,94475,129900,42
Max Keripik 0671,Makanan,SKU-001342,100 g,106046,122600,57
Max Keripik 0671,Makanan,SKU-001343,250 g,34694,42100,5
Plus Saus 0672,Minuman,SKU-001344,135 ml,132586,159200,93
Nusantara Kecap 0673,Snack,SKU-001345,135 ml,10094,12700,163
Nusantara Kecap 0673,Snack,SKU-001346,275 ml,67353,93000,159
Prima Sabun Mandi 0674,Sembako,SKU-001347,70 g,13036,17300,12
Prima Sabun Mandi 0674,Sembako,SKU-001348,100 g,28641,38600,5
Prima Sabun Mandi 0674,Sembako,SKU-001349,250 g,12944,17600,106
Sejahtera Shampoo 0675,Perawatan Diri,SKU-001350,170 ml,116774,147600,140
Maju Pasta Gigi 0676,Kebersihan,SKU-001351,75 g,66553,86000,39
Maju Pasta Gigi 0676,Kebersihan,SKU-001352,120 g,54169,73600,161
Jaya Detergen 0677,Elektronik,SKU-001353,500 g,2739,3400,169
Jaya Detergen 0677,Elektronik,SKU-001354,1 kg,26771,36100,69
Jaya Detergen 0677,Elektronik,SKU-001355,2.5 kg,36256,46200,26
Sentosa Tisu 0678,ATK,SKU-001356,10 sheets,134408,183600,30
Makmur Pewangi 0679,Rumah Tangga,SKU-001357,250 ml,74409,88100,27
Makmur Pewangi 0679,Rumah Tangga,SKU-001358,450 ml,130779,158200,51
Fresh Pulpen 0680,Kesehatan,SKU-001359,0.5 mm,69242,96900,51
Fresh Pulpen 0680,Kesehatan,SKU-001360,0.7 mm,94127,128100,75
Fresh Pulpen 0680,Kesehatan,SKU-001361,1.0 mm,42340,49200,127
Daily Buku Tulis 0681,Makanan,SKU-001362,38 sheets,54745,74300,123
Choice Lampu LED 0682,Minuman,SKU-001363,5 W,86965,106100,3
Choice Lampu LED 0682,Minuman,SKU-001364,9 W,23631,33600,146
Max Baterai 0683,Snack,SKU-001365,AA,129826,155100,23
Max Baterai 0683,Snack,SKU-001366,AAA,134440,157600,185
Max Baterai 0683,Snack,SKU-001367,9V,26852,38200,164
Plus Kabel USB 0684,Sembako,SKU-001368,1 m,60897,78400,75
Nusantara Sapu 0685,Perawatan Diri,SKU-001369,Standard,69538,89700,25
Nusantara Sapu 0685,Perawatan Diri,SKU-001370,Premium,46097,65100,74
Prima Pel 0686,Kebersihan,SKU-001371,Standard,94728,131700,80
Prima Pel 0686,Kebersihan,SKU-001372,Microfiber,111972,153600,24
Prima Pel 0686,Kebersihan,SKU-001373,Spray,12329,14200,35
Sejahtera Spons 0687,Elektronik,SKU-001374,Small,44998,56200,112
Maju Vitamin 0688,ATK,SKU-001375,30 tablets,70635,99800,23
Maju Vitamin 0688,ATK,SKU-001376,60 tablets,97980,136600,46
Jaya Masker 0689,Rumah Tangga,SKU-001377,10 pcs,30140,38300,116
Jaya Masker 0689,Rumah Tangga,SKU-001378,25 pcs,71559,100200,176
Jaya Masker 0689,Rumah Tangga,SKU-001379,50 pcs,125669,174700,166
Sentosa Hand Sanitizer 0690,Kesehatan,SKU-001380,60 ml,44020,52100,178
Makmur Beras 0691,Makanan,SKU-001381,5 kg,15673,22600,40
Makmur Beras 0691,Makanan,SKU-001382,10 kg,27487,35000,151
Fresh Minyak Goreng 0692,Minuman,SKU-001383,1 L,126830,176400,173
Fresh Minyak Goreng 0692,Minuman,SKU-001384,2 L,115161,138700,97
Fresh Minyak Goreng 0692,Minuman,SKU-001385,5 L,94304,125700,175
Daily Gula 0693,Snack,SKU-001386,500 g,34550,44700,124
Choice Tepung 0694,Sembako,SKU-001387,500 g,29905,42400,112
Choice Tepung 0694,Sembako,SKU-001388,1 kg,12351,14400,167
Max Kopi 0695,Perawatan Diri,SKU-001389,100 g,82675,95400,173
Max Kopi 0695,Perawatan Diri,SKU-001390,200 g,137877,190300,147
Max Kopi 0695,Perawatan Diri,SKU-001391,500 g,148414,180600,171
Plus Teh 0696,Kebersihan,SKU-001392,25 sachet,88983,116200,176
Nusantara Susu 0697,Elektronik,SKU-001393,200 ml,25267,32300,186
Nusantara Susu 0697,Elektronik,SKU-001394,1 L,65462,84700,169
Prima Air Mineral 0698,ATK,SKU-001395,330 ml,101193,120900,142
Prima Air Mineral 0698,ATK,SKU-001396,600 ml,14604,16800,40
Prima Air Mineral 0698,ATK,SKU-001397,1.5 L,132831,186600,126
Sejahtera Mie Instan 0699,Rumah Tangga,SKU-001398,Original,43659,51200,125
Maju Biskuit 0700,Kesehatan,SKU-001399,50 g,84352,103100,71
Maju Biskuit 0700,Kesehatan,SKU-001400,100 g,13499,17600,140
Jaya Keripik 0701,Makanan,SKU-001401,50 g,99557,126500,60
Jaya Keripik 0701,Makanan,SKU-001402,100 g,20964,27000,146
Jaya Keripik 0701,Makanan,SKU-001403,250 g,117766,138500,127
Sentosa Saus 0702,Minuman,SKU-001404,135 ml,117496,146300,127
Makmur Kecap 0703,Snack,SKU-001405,135 ml,4958,5900,105
Makmur Kecap 0703,Snack,SKU-001406,275 ml,9693,12800,0
Fresh Sabun Mandi 0704,Sembako,SKU-001407,70 g,24127,33500,158
Fresh Sabun Mandi 0704,Sembako,SKU-001408,100 g,80148,113600,143
Fresh Sabun Mandi 0704,Sembako,SKU-001409,250 g,54524,73400,116
Daily Shampoo 0705,Perawatan Diri,SKU-001410,170 ml,89652,112900,13
Choice Pasta Gigi 0706,Kebersihan,SKU-001411,75 g,58736,82400,84
Choice Pasta Gigi 0706,Kebersihan,SKU-001412,120 g,147140,203100,153
Max Detergen 0707,Elektronik,SKU-001413,500 g,124329,169700,93
Max Detergen 0707,Elektronik,SKU-001414,1 kg,118928,140800,194
Max Detergen 0707,Elektronik,SKU-001415,2.5 kg,58429,67200,90
Plus Tisu 0708,ATK,SKU-001416,10 sheets,76841,101000,95
Nusantara Pewangi 0709,Rumah Tangga,SKU-001417,250 ml,28171,32800,42
Nusantara Pewangi 0709,Rumah Tangga,SKU-001418,450 ml,129385,154200,183
Prima Pulpen 0710,Kesehatan,SKU-001419,0.5 mm,107572,127200,156
Prima Pulpen 0710,Kesehatan,SKU-001420,0.7 mm,51659,62300,100
Prima Pulpen 0710,Kesehatan,SKU-001421,1.0 mm,56815,73100,200
Sejahtera Buku Tulis 0711,Makanan,SKU-001422,38 sheets,50259,68600,27
Maju Lampu LED 0712,Minuman,SKU-001423,5 W,108950,126800,162
Maju Lampu LED 0712,Minuman,SKU-001424,9 W,32601,45000,115
Jaya Baterai 0713,Snack,SKU-001425,AA,120201,162000,129
Jaya Baterai 0713,Snack,SKU-001426,AAA,35594,51200,1
Jaya Baterai 0713,Snack,SKU-001427,9V,139331,191000,141
Sentosa Kabel USB 0714,Sembako,SKU-001428,1 m,113758,159400,123
Makmur Sapu 0715,Perawatan Diri,SKU-001429,Standard,133556,184900,45
Makmur Sapu 0715,Perawatan Diri,SKU-001430,Premium,45821,62700,32
Fresh Pel 0716,Kebersihan,SKU-001431,Standard,27446,34800,153
Fresh Pel 0716,Kebersihan,SKU-001432,Microfiber,84669,110200,98
Fresh Pel 0716,Kebersihan,SKU-001433,Spray,110050,158900,177
Daily Spons 0717,Elektronik,SKU-001434,Small,65374,80500,87
Choice Vitamin 0718,ATK,SKU-001435,30 tablets,77415,99500,34
Choice Vitamin 0718,ATK,SKU-001436,60 tablets,36523,46500,179
Max Masker 0719,Rumah Tangga,SKU-001437,10 pcs,134594,166900,179
Max Masker 0719,Rumah Tangga,SKU-001438,25 pcs,143904,202600,182
Max Masker 0719,Rumah Tangga,SKU-001439,50 pcs,145418,194800,51
Plus Hand Sanitizer 0720,Kesehatan,SKU-001440,60 ml,55274,73900,74
Nusantara Beras 0721,Makanan,SKU-001441,5 kg,90816,129500,33
Nusantara Beras 0721,Makanan,SKU-001442,10 kg,46912,61000,177
Prima Minyak Goreng 0722,Minuman,SKU-001443,1 L,84810,115600,194
Prima Minyak Goreng 0722,Minuman,SKU-001444,2 L,92637,122200,149
Prima Minyak Goreng 0722,Minuman,SKU-001445,5 L,149889,214800,181
Sejahtera Gula 0723,Snack,SKU-001446,500 g,109739,148400,136
Maju Tepung 0724,Sembako,SKU-001447,500 g,75254,106400,108
Maju Tepung 0724,Sembako,SKU-001448,1 kg,3647,4800,6
Jaya Kopi 0725,Perawatan Diri,SKU-001449,100 g,100142,119500,171
Jaya Kopi 0725,Perawatan Diri,SKU-001450,200 g,15138,18300,192
Jaya Kopi 0725,Perawatan Diri,SKU-001451,500 g,42488,61400,174
Sentosa Teh 0726,Kebersihan,SKU-001452,25 sachet,65983,78800,15
Makmur Susu 0727,Elektronik,SKU-001453,200 ml,77669,94100,138
Makmur Susu 0727,Elektronik,SKU-001454,1 L,8768,11000,115
Fresh Air Mineral 0728,ATK,SKU-001455,330 ml,27164,36300,172
Fresh Air Mineral 0728,ATK,SKU-001456,600 ml,147594,208000,190
Fresh Air Mineral 0728,ATK,SKU-001457,1.5 L,147433,186700,130
Daily Mie Instan 0729,Rumah Tangga,SKU-001458,Original,75702,102800,12
Choice Biskuit 0730,Kesehatan,SKU-001459,50 g,100329,127000,175
Choice Biskuit 0730,Kesehatan,SKU-001460,100 g,82260,118400,13
Max Keripik 0731,Makanan,SKU-001461,50 g,3698,5100,51
Max Keripik 0731,Makanan,SKU-001462,100 g,116446,162900,162
Max Keripik 0731,Makanan,SKU-001463,250 g,96701,133100,139
Plus Saus 0732,Minuman,SKU-001464,135 ml,51803,71600,49
Nusantara Kecap 0733,Snack,SKU-001465,135 ml,77416,99500,174
Nusantara Kecap 0733,Snack,SKU-001466,275 ml,19821,23900,44
Prima Sabun Mandi 0734,Sembako,SKU-001467,70 g,135001,160100,10
Prima Sabun Mandi 0734,Sembako,SKU-001468,100 g,112630,139000,67
Prima Sabun Mandi 0734,Sembako,SKU-001469,250 g,34396,41200,65
Sejahtera Shampoo 0735,Perawatan Diri,SKU-001470,170 ml,1779,2200,181
Maju Pasta Gigi 0736,Kebersihan,SKU-001471,75 g,40881,47500,82
Maju Pasta Gigi 0736,Kebersihan,SKU-001472,120 g,13631,18800,160
Jaya Detergen 0737,Elektronik,SKU-001473,500 g,79245,102800,146
Jaya Detergen 0737,Elektronik,SKU-001474,1 kg,144521,181700,200
Jaya Detergen 0737,Elektronik,SKU-001475,2.5 kg,83624,109300,47
Sentosa Tisu 0738,ATK,SKU-001476,10 sheets,136773,160100,129
Makmur Pewangi 0739,Rumah Tangga,SKU-001477,250 ml,42078,53600,137
Makmur Pewangi 0739,Rumah Tangga,SKU-001478,450 ml,106053,124900,56
Fresh Pulpen 0740,Kesehatan,SKU-001479,0.5 mm,56229,75900,84
Fresh Pulpen 0740,Kesehatan,SKU-001480,0.7 mm,94880,117500,192
Fresh Pulpen 0740,Kesehatan,SKU-001481,1.0 mm,139367,180100,143
Daily Buku Tulis 0741,Makanan,SKU-001482,38 sheets,2607,3100,88
Choice Lampu LED 0742,Minuman,SKU-001483,5 W,117128,143100,164
Choice Lampu LED 0742,Minuman,SKU-001484,9 W,64217,92300,174
Max Baterai 0743,Snack,SKU-001485,AA,84431,106800,29
Max Baterai 0743,Snack,SKU-001486,AAA,101455,124500,185
Max Baterai 0743,Snack,SKU-001487,9V,74441,86200,132
Plus Kabel USB 0744,Sembako,SKU-001488,1 m,98593,128600,130
Nusantara Sapu 0745,Perawatan Diri,SKU-001489,Standard,117100,151800,75
Nusantara Sapu 0745,Perawatan Diri,SKU-001490,Premium,50765,63300,21
Prima Pel 0746,Kebersihan,SKU-001491,Standard,25454,30600,197
Prima Pel 0746,Kebersihan,SKU-001492,Microfiber,141326,185100,160
Prima Pel 0746,Kebersihan,SKU-001493,Spray,17463,21200,161
Sejahtera Spons 0747,Elektronik,SKU-001494,Small,56182,79200,108
Maju Vitamin 0748,ATK,SKU-001495,30 tablets,27543,33400,179
Maju Vitamin 0748,ATK,SKU-001496,60 tablets,114394,153700,18
Jaya Masker 0749,Rumah Tangga,SKU-001497,10 pcs,40605,47000,183
Jaya Masker 0749,Rumah Tangga,SKU-001498,25 pcs,87257,101300,18
Jaya Masker 0749,Rumah Tangga,SKU-001499,50 pcs,14526,17500,64
Sentosa Hand Sanitizer 0750,Kesehatan,SKU-001500,60 ml,146598,171700,58
Makmur Beras 0751,Makanan,SKU-001501,5 kg,68103,86600,115
Makmur Beras 0751,Makanan,SKU-001502,10 kg,106323,136100,4
Fresh Minyak Goreng 0752,Minuman,SKU-001503,1 L,102405,138500,136
Fresh Minyak Goreng 0752,Minuman,SKU-001504,2 L,1846,2500,158
Fresh Minyak Goreng 0752,Minuman,SKU-001505,5 L,16877,23200,149
Daily Gula 0753,Snack,SKU-001506,500 g,12231,16600,18
Choice Tepung 0754,Sembako,SKU-001507,500 g,94068,134400,27
Choice Tepung 0754,Sembako,SKU-001508,1 kg,76278,105700,77
Max Kopi 0755,Perawatan Diri,SKU-001509,100 g,22976,28400,112
Max Kopi 0755,Perawatan Diri,SKU-001510,200 g,100285,127200,169
Max Kopi 0755,Perawatan Diri,SKU-001511,500 g,8379,10800,136
Plus Teh 0756,Kebersihan,SKU-001512,25 sachet,57936,69000,100
Nusantara Susu 0757,Elektronik,SKU-001513,200 ml,143358,177500,162
Nusantara Susu 0757,Elektronik,SKU-001514,1 L,38068,47200,186
Prima Air Mineral 0758,ATK,SKU-001515,330 ml,98113,141000,2
Prima Air Mineral 0758,ATK,SKU-001516,600 ml,145403,205400,36
Prima Air Mineral 0758,ATK,SKU-001517,1.5 L,32605,37900,146
Sejahtera Mie Instan 0759,Rumah Tangga,SKU-001518,Original,103606,135800,21
Maju Biskuit 0760,Kesehatan,SKU-001519,50 g,80172,97200,189
Maju Biskuit 0760,Kesehatan,SKU-001520,100 g,90438,109700,165
Jaya Keripik 0761,Makanan,SKU-001521,50 g,134662,160600,47
Jaya Keripik 0761,Makanan,SKU-001522,100 g,58178,77700,64
Jaya Keripik 0761,Makanan,SKU-001523,250 g,51241,60700,171
Sentosa Saus 0762,Minuman,SKU-001524,135 ml,149012,209500,192
Makmur Kecap 0763,Snack,SKU-001525,135 ml,144178,185800,140
Makmur Kecap 0763,Snack,SKU-001526,275 ml,19474,24100,17
Fresh Sabun Mandi 0764,Sembako,SKU-001527,70 g,66016,77900,185
Fresh Sabun Mandi 0764,Sembako,SKU-001528,100 g,128014,183800,91
Fresh Sabun Mandi 0764,Sembako,SKU-001529,250 g,33910,45800,60
Daily Shampoo 0765,Perawatan Diri,SKU-001530,170 ml,26526,32800,17
Choice Pasta Gigi 0766,Kebersihan,SKU-001531,75 g,51024,63500,115
Choice Pasta Gigi 0766,Kebersihan,SKU-001532,120 g,86373,115300,78
Max Detergen 0767,Elektronik,SKU-001533,500 g,40249,53100,93
Max Detergen 0767,Elektronik,SKU-001534,1 kg,83224,119600,43
Max Detergen 0767,Elektronik,SKU-001535,2.5 kg,1566,1900,56
Plus Tisu 0768,ATK,SKU-001536,10 sheets,114627,141300,92
Nusantara Pewangi 0769,Rumah Tangga,SKU-001537,250 ml,35507,48100,84
Nusantara Pewangi 0769,Rumah Tangga,SKU-001538,450 ml,126117,162500,91
Prima Pulpen 0770,Kesehatan,SKU-001539,0.5 mm,80377,104200,27
Prima Pulpen 0770,Kesehatan,SKU-001540,0.7 mm,46377,62300,20
Prima Pulpen 0770,Kesehatan,SKU-001541,1.0 mm,73861,104000,35
Sejahtera Buku Tulis 0771,Makanan,SKU-001542,38 sheets,141495,171100,187
Maju Lampu LED 0772,Minuman,SKU-001543,5 W,20344,27800,4
Maju Lampu LED 0772,Minuman,SKU-001544,9 W,133253,178500,148
Jaya Baterai 0773,Snack,SKU-001545,AA,106503,147100,54
Jaya Baterai 0773,Snack,SKU-001546,AAA,9909,13000,139
Jaya Baterai 0773,Snack,SKU-001547,9V,141773,183100,198
Sentosa Kabel USB 0774,Sembako,SKU-001548,1 m,39263,49500,57
Makmur Sapu 0775,Perawatan Diri,SKU-001549,Standard,76583,91100,128
Makmur Sapu 0775,Perawatan Diri,SKU-001550,Premium,134101,157900,93
Fresh Pel 0776,Kebersihan,SKU-001551,Standard,131940,152200,61
